Code,KB,Sales,Month,Year
4421,Furniture stores,5377,5,2018
4422,Home furnishings stores,4737,5,2018
44221,Floor covering stores,0,5,2018
442299,All other home furnishings stores,2395,5,2018
443,Electronics and appliance stores,7397,5,2018
443141,Household appliance stores,1498,5,2018
443142,Electronics stores,5899,5,2018
444,Building mat. and garden equip. and supplies dealers,37940,5,2018
4441,Building mat. and supplies dealers,32365,5,2018
44412,Paint and wallpaper stores,1152,5,2018
44413,Hardware stores,2726,5,2018
445,Food and beverage stores,64527,5,2018
4451,Grocery stores,57855,5,2018
44511,Supermarkets and other grocery (except convenience) stores,55109,5,2018
4453,"Beer, wine, and liquor stores",4702,5,2018
446,Health and personal care stores,28960,5,2018
44611,Pharmacies and drug stores,24157,5,2018
447,Gasoline stations,47442,5,2018
448,Clothing and clothing access. stores,23560,5,2018
4481,Clothing stores,17132,5,2018
44811,Men's clothing stores,867,5,2018
44812,Women's clothing stores,3692,5,2018
44814,Family clothing stores,9546,5,2018
44819,Other clothing stores,1436,5,2018
4482,Shoe stores,3158,5,2018
44831,Jewelry stores,2973,5,2018
451,"Sporting goods, hobby, musical instrument, and book stores",6788,5,2018
45111,Sporting goods stores,3859,5,2018
45112,"Hobby, toy, and game stores",1438,5,2018
451211,Book stores,707,5,2018
452,General merchandise stores,60281,5,2018
4521,Department stores,12014,5,2018
452111,Department stores(excl. discount department stores),3860,5,2018
452112,Discount dept. stores,8154,5,2018
4529,Other general merchandise stores,48267,5,2018
45291,Warehouse clubs and superstores,41417,5,2018
45299,All other gen. merchandise stores,6850,5,2018
453,Miscellaneous store retailers,12184,5,2018
4532,"Office supplies, stationery, and gift stores",2469,5,2018
45321,Office supplies and stationery stores,864,5,2018
45322,"Gift, novelty, and souvenir stores",1605,5,2018
45330,Used merchandise stores,1495,5,2018
454,Nonstore retailers,55618,5,2018
4541,Electronic shopping and mail-order houses,48188,5,2018
45431,Fuel dealers,2211,5,2018
722,Food services and drinking places,63941,5,2018
7224,Drinking places,0,5,2018
7225,Restaurants and other eating places,55905,5,2018
722511,Full service restaurants,27820,5,2018
"722513, 722514, 722515",Limited service eating places,28085,5,2018
441,Motor vehicle and parts dealers,105632,5,2017
"44,114,412",Automobile and other motor vehicle dealers,97493,5,2017
4411,Automobile dealers,89606,5,2017
44111,New car dealers,79723,5,2017
44112,Used car dealers,9883,5,2017
4413,"Automotive parts, acc., and tire stores",8139,5,2017
"442,443","Furniture, home furn, electronics, and appliance stores",16729,5,2017
442,Furniture and home furnishings stores,9574,5,2017
4421,Furniture stores,5140,5,2017
4422,Home furnishings stores,4434,5,2017
44221,Floor covering stores,0,5,2017
442299,All other home furnishings stores,2401,5,2017
443,Electronics and appliance stores,7155,5,2017
443141,Household appliance stores,1453,5,2017
443142,Electronics stores,5702,5,2017
444,Building mat. and garden equip. and supplies dealers,35632,5,2017
4441,Building mat. and supplies dealers,29761,5,2017
44412,Paint and wallpaper stores,1082,5,2017
44413,Hardware stores,2441,5,2017
445,Food and beverage stores,62115,5,2017
4451,Grocery stores,55709,5,2017
44511,Supermarkets and other grocery (except convenience) stores,53223,5,2017
4453,"Beer, wine, and liquor stores",4456,5,2017
446,Health and personal care stores,27376,5,2017
44611,Pharmacies and drug stores,23007,5,2017
447,Gasoline stations,41292,5,2017
448,Clothing and clothing access. stores,21945,5,2017
4481,Clothing stores,16005,5,2017
44811,Men's clothing stores,873,5,2017
44812,Women's clothing stores,3487,5,2017
44814,Family clothing stores,8623,5,2017
44819,Other clothing stores,1479,5,2017
4482,Shoe stores,2918,5,2017
44831,Jewelry stores,2746,5,2017
451,"Sporting goods, hobby, musical instrument, and book stores",6552,5,2017
45111,Sporting goods stores,3802,5,2017
45112,"Hobby, toy, and game stores",1247,5,2017
451211,Book stores,766,5,2017
452,General merchandise stores,56603,5,2017
4521,Department stores,11833,5,2017
452111,Department stores(excl. discount department stores),3983,5,2017
452112,Discount dept. stores,7850,5,2017
4529,Other general merchandise stores,44770,5,2017
45291,Warehouse clubs and superstores,38470,5,2017
45299,All other gen. merchandise stores,6300,5,2017
453,Miscellaneous store retailers,11205,5,2017
4532,"Office supplies, stationery, and gift stores",2449,5,2017
45321,Office supplies and stationery stores,961,5,2017
45322,"Gift, novelty, and souvenir stores",1488,5,2017
45330,Used merchandise stores,1388,5,2017
454,Nonstore retailers,49369,5,2017
4541,Electronic shopping and mail-order houses,42753,5,2017
45431,Fuel dealers,1914,5,2017
722,Food services and drinking places,60171,5,2017
7224,Drinking places,2182,5,2017
7225,Restaurants and other eating places,52503,5,2017
722511,Full service restaurants,26175,5,2017
"722513, 722514, 722515",Limited service eating places,26328,5,2017
441,Motor vehicle and parts dealers,98960,5,2016
"44,114,412",Automobile and other motor vehicle dealers,91172,5,2016
4411,Automobile dealers,84037,5,2016
44111,New car dealers,75336,5,2016
44112,Used car dealers,8701,5,2016
4413,"Automotive parts, acc., and tire stores",7788,5,2016
"442,443","Furniture, home furn, electronics, and appliance stores",16342,5,2016
442,Furniture and home furnishings stores,9139,5,2016
4421,Furniture stores,4997,5,2016
4422,Home furnishings stores,4142,5,2016
44221,Floor covering stores,1751,5,2016
442299,All other home furnishings stores,2268,5,2016
443,Electronics and appliance stores,7203,5,2016
443141,Household appliance stores,1462,5,2016
443142,Electronics stores,5741,5,2016
444,Building mat. and garden equip. and supplies dealers,33652,5,2016
4441,Building mat. and supplies dealers,28033,5,2016
44412,Paint and wallpaper stores,983,5,2016
44413,Hardware stores,2268,5,2016
445,Food and beverage stores,59242,5,2016
4451,Grocery stores,53053,5,2016
44511,Supermarkets and other grocery (except convenience) stores,50698,5,2016
4453,"Beer, wine, and liquor stores",4242,5,2016
446,Health and personal care stores,26802,5,2016
44611,Pharmacies and drug stores,22536,5,2016
447,Gasoline stations,38808,5,2016
448,Clothing and clothing access. stores,21752,5,2016
4481,Clothing stores,15763,5,2016
44811,Men's clothing stores,839,5,2016
44812,Women's clothing stores,3513,5,2016
44814,Family clothing stores,8458,5,2016
44819,Other clothing stores,1341,5,2016
4482,Shoe stores,2952,5,2016
44831,Jewelry stores,2768,5,2016
451,"Sporting goods, hobby, musical instrument, and book stores",6695,5,2016
45111,Sporting goods stores,3939,5,2016
45112,"Hobby, toy, and game stores",1243,5,2016
451211,Book stores,741,5,2016
452,General merchandise stores,56662,5,2016
4521,Department stores,12238,5,2016
452111,Department stores(excl. discount department stores),4228,5,2016
452112,Discount dept. stores,8010,5,2016
4529,Other general merchandise stores,44424,5,2016
45291,Warehouse clubs and superstores,38385,5,2016
45299,All other gen. merchandise stores,6039,5,2016
453,Miscellaneous store retailers,10937,5,2016
4532,"Office supplies, stationery, and gift stores",2528,5,2016
45321,Office supplies and stationery stores,1026,5,2016
45322,"Gift, novelty, and souvenir stores",1502,5,2016
45330,Used merchandise stores,1323,5,2016
454,Nonstore retailers,43195,5,2016
4541,Electronic shopping and mail-order houses,37026,5,2016
45431,Fuel dealers,1707,5,2016
722,Food services and drinking places,57069,5,2016
7224,Drinking places,2043,5,2016
7225,Restaurants and other eating places,49724,5,2016
722511,Full service restaurants,24915,5,2016
"722513, 722514, 722515",Limited service eating places,24809,5,2016
441,Motor vehicle and parts dealers,114228,6,2020
"44,114,412",Automobile and other motor vehicle dealers,104941,6,2020
4411,Automobile dealers,93559,6,2020
44111,New car dealers,81593,6,2020
44112,Used car dealers,11966,6,2020
4413,"Automotive parts, acc., and tire stores",9287,6,2020
"442,443","Furniture, home furn, electronics, and appliance stores",15601,6,2020
442,Furniture and home furnishings stores,9993,6,2020
4421,Furniture stores,5730,6,2020
4422,Home furnishings stores,4263,6,2020
44221,Floor covering stores,0,6,2020
442299,All other home furnishings stores,2102,6,2020
443,Electronics and appliance stores,5608,6,2020
443141,Household appliance stores,1681,6,2020
443142,Electronics stores,3927,6,2020
444,Building mat. and garden equip. and supplies dealers,42092,6,2020
4441,Building mat. and supplies dealers,36397,6,2020
44412,Paint and wallpaper stores,1240,6,2020
44413,Hardware stores,3350,6,2020
445,Food and beverage stores,71799,6,2020
4451,Grocery stores,63973,6,2020
44511,Supermarkets and other grocery (except convenience) stores,61229,6,2020
4453,"Beer, wine, and liquor stores",5780,6,2020
446,Health and personal care stores,28279,6,2020
44611,Pharmacies and drug stores,24655,6,2020
447,Gasoline stations,36314,6,2020
448,Clothing and clothing access. stores,16442,6,2020
4481,Clothing stores,11080,6,2020
44811,Men's clothing stores,303,6,2020
44812,Women's clothing stores,2027,6,2020
44814,Family clothing stores,6955,6,2020
44819,Other clothing stores,946,6,2020
4482,Shoe stores,2692,6,2020
44831,Jewelry stores,2452,6,2020
451,"Sporting goods, hobby, musical instrument, and book stores",8390,6,2020
45111,Sporting goods stores,5887,6,2020
45112,"Hobby, toy, and game stores",1420,6,2020
451211,Book stores,388,6,2020
452,General merchandise stores,60501,6,2020
4521,Department stores,9047,6,2020
452111,Department stores(excl. discount department stores),1524,6,2020
452112,Discount dept. stores,7523,6,2020
4529,Other general merchandise stores,51454,6,2020
45291,Warehouse clubs and superstores,43615,6,2020
45299,All other gen. merchandise stores,7839,6,2020
453,Miscellaneous store retailers,11544,6,2020
4532,"Office supplies, stationery, and gift stores",1640,6,2020
45321,Office supplies and stationery stores,780,6,2020
45322,"Gift, novelty, and souvenir stores",860,6,2020
45330,Used merchandise stores,1246,6,2020
454,Nonstore retailers,76015,6,2020
4541,Electronic shopping and mail-order houses,69954,6,2020
45431,Fuel dealers,1577,6,2020
722,Food services and drinking places,51473,6,2020
7224,Drinking places,0,6,2020
7225,Restaurants and other eating places,48350,6,2020
722511,Full service restaurants,0,6,2020
"722513, 722514, 722515",Limited service eating places,28789,6,2020
441,Motor vehicle and parts dealers,104650,6,2019
"44,114,412",Automobile and other motor vehicle dealers,96499,6,2019
4411,Automobile dealers,88523,6,2019
44111,New car dealers,78207,6,2019
44112,Used car dealers,10316,6,2019
4413,"Automotive parts, acc., and tire stores",8151,6,2019
"442,443","Furniture, home furn, electronics, and appliance stores",16742,6,2019
442,Furniture and home furnishings stores,9759,6,2019
4421,Furniture stores,5335,6,2019
4422,Home furnishings stores,4424,6,2019
44221,Floor covering stores,0,6,2019
442299,All other home furnishings stores,2200,6,2019
443,Electronics and appliance stores,6983,6,2019
443141,Household appliance stores,1398,6,2019
443142,Electronics stores,5585,6,2019
444,Building mat. and garden equip. and supplies dealers,33517,6,2019
4441,Building mat. and supplies dealers,29265,6,2019
44412,Paint and wallpaper stores,1174,6,2019
44413,Hardware stores,2579,6,2019
445,Food and beverage stores,64479,6,2019
4451,Grocery stores,57791,6,2019
44511,Supermarkets and other grocery (except convenience) stores,54902,6,2019
4453,"Beer, wine, and liquor stores",4769,6,2019
446,Health and personal care stores,27642,6,2019
44611,Pharmacies and drug stores,22692,6,2019
447,Gasoline stations,44876,6,2019
448,Clothing and clothing access. stores,21116,6,2019
4481,Clothing stores,15728,6,2019
44811,Men's clothing stores,740,6,2019
44812,Women's clothing stores,3116,6,2019
44814,Family clothing stores,9009,6,2019
44819,Other clothing stores,1496,6,2019
4482,Shoe stores,2796,6,2019
44831,Jewelry stores,2291,6,2019
451,"Sporting goods, hobby, musical instrument, and book stores",6671,6,2019
45111,Sporting goods stores,4165,6,2019
45112,"Hobby, toy, and game stores",1169,6,2019
451211,Book stores,613,6,2019
452,General merchandise stores,58979,6,2019
4521,Department stores,10605,6,2019
452111,Department stores(excl. discount department stores),3014,6,2019
452112,Discount dept. stores,7591,6,2019
4529,Other general merchandise stores,48374,6,2019
45291,Warehouse clubs and superstores,41710,6,2019
45299,All other gen. merchandise stores,6664,6,2019
453,Miscellaneous store retailers,11183,6,2019
4532,"Office supplies, stationery, and gift stores",2359,6,2019
45321,Office supplies and stationery stores,751,6,2019
45322,"Gift, novelty, and souvenir stores",1608,6,2019
45330,Used merchandise stores,1415,6,2019
454,Nonstore retailers,58740,6,2019
4541,Electronic shopping and mail-order houses,51981,6,2019
45431,Fuel dealers,1785,6,2019
722,Food services and drinking places,66674,6,2019
7224,Drinking places,0,6,2019
7225,Restaurants and other eating places,58908,6,2019
722511,Full service restaurants,29112,6,2019
"722513, 722514, 722515",Limited service eating places,29796,6,2019
441,Motor vehicle and parts dealers,104879,6,2018
"44,114,412",Automobile and other motor vehicle dealers,96675,6,2018
4411,Automobile dealers,88505,6,2018
44111,New car dealers,78485,6,2018
44112,Used car dealers,10020,6,2018
4413,"Automotive parts, acc., and tire stores",8204,6,2018
"442,443","Furniture, home furn, electronics, and appliance stores",17425,6,2018
442,Furniture and home furnishings stores,9921,6,2018
4421,Furniture stores,5409,6,2018
4422,Home furnishings stores,4512,6,2018
44221,Floor covering stores,0,6,2018
442299,All other home furnishings stores,2209,6,2018
443,Electronics and appliance stores,7504,6,2018
443141,Household appliance stores,1479,6,2018
443142,Electronics stores,6025,6,2018
444,Building mat. and garden equip. and supplies dealers,34966,6,2018
4441,Building mat. and supplies dealers,30594,6,2018
44412,Paint and wallpaper stores,1174,6,2018
44413,Hardware stores,2509,6,2018
445,Food and beverage stores,62765,6,2018
4451,Grocery stores,56107,6,2018
44511,Supermarkets and other grocery (except convenience) stores,53351,6,2018
4453,"Beer, wine, and liquor stores",4740,6,2018
446,Health and personal care stores,27655,6,2018
44611,Pharmacies and drug stores,22659,6,2018
447,Gasoline stations,46750,6,2018
448,Clothing and clothing access. stores,21294,6,2018
4481,Clothing stores,15676,6,2018
44811,Men's clothing stores,780,6,2018
44812,Women's clothing stores,3194,6,2018
44814,Family clothing stores,8767,6,2018
44819,Other clothing stores,1558,6,2018
4482,Shoe stores,2893,6,2018
44831,Jewelry stores,2469,6,2018
451,"Sporting goods, hobby, musical instrument, and book stores",6822,6,2018
45111,Sporting goods stores,4151,6,2018
45112,"Hobby, toy, and game stores",1259,6,2018
451211,Book stores,647,6,2018
452,General merchandise stores,58091,6,2018
4521,Department stores,11166,6,2018
452111,Department stores(excl. discount department stores),3421,6,2018
452112,Discount dept. stores,7745,6,2018
4529,Other general merchandise stores,46925,6,2018
45291,Warehouse clubs and superstores,40547,6,2018
45299,All other gen. merchandise stores,6378,6,2018
453,Miscellaneous store retailers,11197,6,2018
4532,"Office supplies, stationery, and gift stores",2403,6,2018
45321,Office supplies and stationery stores,801,6,2018
45322,"Gift, novelty, and souvenir stores",1602,6,2018
45330,Used merchandise stores,1415,6,2018
454,Nonstore retailers,51733,6,2018
4541,Electronic shopping and mail-order houses,45294,6,2018
45431,Fuel dealers,1813,6,2018
722,Food services and drinking places,63529,6,2018
7224,Drinking places,0,6,2018
7225,Restaurants and other eating places,56132,6,2018
722511,Full service restaurants,27818,6,2018
"722513, 722514, 722515",Limited service eating places,28314,6,2018
441,Motor vehicle and parts dealers,102593,6,2017
"44,114,412",Automobile and other motor vehicle dealers,94441,6,2017
4411,Automobile dealers,86383,6,2017
44111,New car dealers,76450,6,2017
44112,Used car dealers,9933,6,2017
4413,"Automotive parts, acc., and tire stores",8152,6,2017
"442,443","Furniture, home furn, electronics, and appliance stores",16749,6,2017
442,Furniture and home furnishings stores,9522,6,2017
4421,Furniture stores,5084,6,2017
4422,Home furnishings stores,4438,6,2017
44221,Floor covering stores,0,6,2017
442299,All other home furnishings stores,2308,6,2017
443,Electronics and appliance stores,7227,6,2017
443141,Household appliance stores,1448,6,2017
443142,Electronics stores,5779,6,2017
444,Building mat. and garden equip. and supplies dealers,33437,6,2017
4441,Building mat. and supplies dealers,28839,6,2017
44412,Paint and wallpaper stores,1115,6,2017
44413,Hardware stores,2392,6,2017
445,Food and beverage stores,60545,6,2017
4451,Grocery stores,54191,6,2017
44511,Supermarkets and other grocery (except convenience) stores,51771,6,2017
4453,"Beer, wine, and liquor stores",4482,6,2017
446,Health and personal care stores,26848,6,2017
44611,Pharmacies and drug stores,22345,6,2017
447,Gasoline stations,40493,6,2017
448,Clothing and clothing access. stores,20618,6,2017
4481,Clothing stores,15397,6,2017
44811,Men's clothing stores,803,6,2017
44812,Women's clothing stores,3220,6,2017
44814,Family clothing stores,8388,6,2017
44819,Other clothing stores,1494,6,2017
4482,Shoe stores,2765,6,2017
44831,Jewelry stores,2237,6,2017
451,"Sporting goods, hobby, musical instrument, and book stores",6716,6,2017
45111,Sporting goods stores,4108,6,2017
45112,"Hobby, toy, and game stores",1178,6,2017
451211,Book stores,685,6,2017
452,General merchandise stores,56738,6,2017
4521,Department stores,11587,6,2017
452111,Department stores(excl. discount department stores),3665,6,2017
452112,Discount dept. stores,7922,6,2017
4529,Other general merchandise stores,45151,6,2017
45291,Warehouse clubs and superstores,38860,6,2017
45299,All other gen. merchandise stores,6291,6,2017
453,Miscellaneous store retailers,10517,6,2017
4532,"Office supplies, stationery, and gift stores",2379,6,2017
45321,Office supplies and stationery stores,897,6,2017
45322,"Gift, novelty, and souvenir stores",1482,6,2017
45330,Used merchandise stores,1324,6,2017
454,Nonstore retailers,47780,6,2017
4541,Electronic shopping and mail-order houses,41570,6,2017
45431,Fuel dealers,1632,6,2017
722,Food services and drinking places,58695,6,2017
7224,Drinking places,2098,6,2017
7225,Restaurants and other eating places,51666,6,2017
722511,Full service restaurants,25482,6,2017
"722513, 722514, 722515",Limited service eating places,26184,6,2017
441,Motor vehicle and parts dealers,98586,6,2016
"44,114,412",Automobile and other motor vehicle dealers,90426,6,2016
4411,Automobile dealers,83087,6,2016
44111,New car dealers,73973,6,2016
44112,Used car dealers,9114,6,2016
4413,"Automotive parts, acc., and tire stores",8160,6,2016
"442,443","Furniture, home furn, electronics, and appliance stores",16618,6,2016
442,Furniture and home furnishings stores,9252,6,2016
4421,Furniture stores,5029,6,2016
4422,Home furnishings stores,4223,6,2016
44221,Floor covering stores,1882,6,2016
442299,All other home furnishings stores,2212,6,2016
443,Electronics and appliance stores,7366,6,2016
443141,Household appliance stores,1544,6,2016
443142,Electronics stores,5822,6,2016
444,Building mat. and garden equip. and supplies dealers,33120,6,2016
4441,Building mat. and supplies dealers,28214,6,2016
44412,Paint and wallpaper stores,1091,6,2016
44413,Hardware stores,2211,6,2016
445,Food and beverage stores,58521,6,2016
4451,Grocery stores,52332,6,2016
44511,Supermarkets and other grocery (except convenience) stores,49936,6,2016
4453,"Beer, wine, and liquor stores",4307,6,2016
446,Health and personal care stores,26623,6,2016
44611,Pharmacies and drug stores,22135,6,2016
447,Gasoline stations,40062,6,2016
448,Clothing and clothing access. stores,20251,6,2016
4481,Clothing stores,15067,6,2016
44811,Men's clothing stores,783,6,2016
44812,Women's clothing stores,3156,6,2016
44814,Family clothing stores,8181,6,2016
44819,Other clothing stores,1424,6,2016
4482,Shoe stores,2779,6,2016
44831,Jewelry stores,2189,6,2016
451,"Sporting goods, hobby, musical instrument, and book stores",7214,6,2016
45111,Sporting goods stores,4631,6,2016
45112,"Hobby, toy, and game stores",1188,6,2016
451211,Book stores,677,6,2016
452,General merchandise stores,55680,6,2016
4521,Department stores,12296,6,2016
452111,Department stores(excl. discount department stores),4085,6,2016
452112,Discount dept. stores,8211,6,2016
4529,Other general merchandise stores,43384,6,2016
45291,Warehouse clubs and superstores,37433,6,2016
45299,All other gen. merchandise stores,5951,6,2016
453,Miscellaneous store retailers,10451,6,2016
4532,"Office supplies, stationery, and gift stores",2399,6,2016
45321,Office supplies and stationery stores,949,6,2016
45322,"Gift, novelty, and souvenir stores",1450,6,2016
45330,Used merchandise stores,1279,6,2016
454,Nonstore retailers,42919,6,2016
4541,Electronic shopping and mail-order houses,36914,6,2016
45431,Fuel dealers,1493,6,2016
722,Food services and drinking places,54676,6,2016
7224,Drinking places,1905,6,2016
7225,Restaurants and other eating places,47923,6,2016
722511,Full service restaurants,23574,6,2016
"722513, 722514, 722515",Limited service eating places,24349,6,2016
441,Motor vehicle and parts dealers,116233,7,2020
"44,114,412",Automobile and other motor vehicle dealers,107082,7,2020
4411,Automobile dealers,97104,7,2020
44111,New car dealers,84691,7,2020
44112,Used car dealers,12413,7,2020
4413,"Automotive parts, acc., and tire stores",9151,7,2020
"442,443","Furniture, home furn, electronics, and appliance stores",17180,7,2020
442,Furniture and home furnishings stores,10625,7,2020
4421,Furniture stores,5957,7,2020
4422,Home furnishings stores,4668,7,2020
44221,Floor covering stores,0,7,2020
442299,All other home furnishings stores,2440,7,2020
443,Electronics and appliance stores,6555,7,2020
443141,Household appliance stores,1731,7,2020
443142,Electronics stores,4824,7,2020
444,Building mat. and garden equip. and supplies dealers,39430,7,2020
4441,Building mat. and supplies dealers,34870,7,2020
44412,Paint and wallpaper stores,1271,7,2020
44413,Hardware stores,3028,7,2020
445,Food and beverage stores,75085,7,2020
4451,Grocery stores,66892,7,2020
44511,Supermarkets and other grocery (except convenience) stores,63980,7,2020
4453,"Beer, wine, and liquor stores",6106,7,2020
446,Health and personal care stores,29573,7,2020
44611,Pharmacies and drug stores,25460,7,2020
447,Gasoline stations,38876,7,2020
448,Clothing and clothing access. stores,17779,7,2020
4481,Clothing stores,12098,7,2020
44811,Men's clothing stores,405,7,2020
44812,Women's clothing stores,2373,7,2020
44814,Family clothing stores,7077,7,2020
44819,Other clothing stores,1156,7,2020
4482,Shoe stores,2722,7,2020
44831,Jewelry stores,2679,7,2020
451,"Sporting goods, hobby, musical instrument, and book stores",8011,7,2020
45111,Sporting goods stores,5435,7,2020
45112,"Hobby, toy, and game stores",1409,7,2020
451211,Book stores,437,7,2020
452,General merchandise stores,61674,7,2020
4521,Department stores,9384,7,2020
452111,Department stores(excl. discount department stores),1591,7,2020
452112,Discount dept. stores,7793,7,2020
4529,Other general merchandise stores,52290,7,2020
45291,Warehouse clubs and superstores,44706,7,2020
45299,All other gen. merchandise stores,7584,7,2020
453,Miscellaneous store retailers,11992,7,2020
4532,"Office supplies, stationery, and gift stores",2020,7,2020
45321,Office supplies and stationery stores,869,7,2020
45322,"Gift, novelty, and souvenir stores",1151,7,2020
45330,Used merchandise stores,1300,7,2020
454,Nonstore retailers,79072,7,2020
4541,Electronic shopping and mail-order houses,72123,7,2020
45431,Fuel dealers,1603,7,2020
722,Food services and drinking places,54511,7,2020
7224,Drinking places,0,7,2020
7225,Restaurants and other eating places,51178,7,2020
722511,Full service restaurants,0,7,2020
"722513, 722514, 722515",Limited service eating places,30214,7,2020
441,Motor vehicle and parts dealers,109183,7,2019
"44,114,412",Automobile and other motor vehicle dealers,100703,7,2019
4411,Automobile dealers,93041,7,2019
44111,New car dealers,82550,7,2019
44112,Used car dealers,10491,7,2019
4413,"Automotive parts, acc., and tire stores",8480,7,2019
"442,443","Furniture, home furn, electronics, and appliance stores",17358,7,2019
442,Furniture and home furnishings stores,10188,7,2019
4421,Furniture stores,5496,7,2019
4422,Home furnishings stores,4692,7,2019
44221,Floor covering stores,0,7,2019
442299,All other home furnishings stores,2454,7,2019
443,Electronics and appliance stores,7170,7,2019
443141,Household appliance stores,1523,7,2019
443142,Electronics stores,5647,7,2019
444,Building mat. and garden equip. and supplies dealers,33691,7,2019
4441,Building mat. and supplies dealers,29938,7,2019
44412,Paint and wallpaper stores,1248,7,2019
44413,Hardware stores,2524,7,2019
445,Food and beverage stores,66428,7,2019
4451,Grocery stores,59460,7,2019
44511,Supermarkets and other grocery (except convenience) stores,56476,7,2019
4453,"Beer, wine, and liquor stores",4993,7,2019
446,Health and personal care stores,28142,7,2019
44611,Pharmacies and drug stores,23437,7,2019
447,Gasoline stations,46392,7,2019
448,Clothing and clothing access. stores,21742,7,2019
4481,Clothing stores,15971,7,2019
44811,Men's clothing stores,669,7,2019
44812,Women's clothing stores,3104,7,2019
44814,Family clothing stores,9246,7,2019
44819,Other clothing stores,1472,7,2019
4482,Shoe stores,3093,7,2019
44831,Jewelry stores,2405,7,2019
451,"Sporting goods, hobby, musical instrument, and book stores",6636,7,2019
45111,Sporting goods stores,4133,7,2019
45112,"Hobby, toy, and game stores",1178,7,2019
451211,Book stores,591,7,2019
452,General merchandise stores,58759,7,2019
4521,Department stores,10610,7,2019
452111,Department stores(excl. discount department stores),2940,7,2019
452112,Discount dept. stores,7670,7,2019
4529,Other general merchandise stores,48149,7,2019
45291,Warehouse clubs and superstores,41581,7,2019
45299,All other gen. merchandise stores,6568,7,2019
453,Miscellaneous store retailers,11234,7,2019
4532,"Office supplies, stationery, and gift stores",2595,7,2019
45321,Office supplies and stationery stores,891,7,2019
45322,"Gift, novelty, and souvenir stores",1704,7,2019
45330,Used merchandise stores,1456,7,2019
454,Nonstore retailers,62532,7,2019
4541,Electronic shopping and mail-order houses,55604,7,2019
45431,Fuel dealers,1857,7,2019
722,Food services and drinking places,66613,7,2019
7224,Drinking places,0,7,2019
7225,Restaurants and other eating places,59300,7,2019
722511,Full service restaurants,29069,7,2019
"722513, 722514, 722515",Limited service eating places,30231,7,2019
441,Motor vehicle and parts dealers,103830,7,2018
"44,114,412",Automobile and other motor vehicle dealers,95619,7,2018
4411,Automobile dealers,88463,7,2018
44111,New car dealers,78428,7,2018
44112,Used car dealers,10035,7,2018
4413,"Automotive parts, acc., and tire stores",8211,7,2018
"442,443","Furniture, home furn, electronics, and appliance stores",17294,7,2018
442,Furniture and home furnishings stores,9916,7,2018
4421,Furniture stores,5287,7,2018
4422,Home furnishings stores,4629,7,2018
44221,Floor covering stores,0,7,2018
442299,All other home furnishings stores,2354,7,2018
443,Electronics and appliance stores,7378,7,2018
443141,Household appliance stores,1460,7,2018
443142,Electronics stores,5918,7,2018
444,Building mat. and garden equip. and supplies dealers,33133,7,2018
4441,Building mat. and supplies dealers,29673,7,2018
44412,Paint and wallpaper stores,1150,7,2018
44413,Hardware stores,2350,7,2018
445,Food and beverage stores,63399,7,2018
4451,Grocery stores,56720,7,2018
44511,Supermarkets and other grocery (except convenience) stores,53962,7,2018
4453,"Beer, wine, and liquor stores",4761,7,2018
446,Health and personal care stores,27467,7,2018
44611,Pharmacies and drug stores,22881,7,2018
447,Gasoline stations,47089,7,2018
448,Clothing and clothing access. stores,21733,7,2018
4481,Clothing stores,15944,7,2018
44811,Men's clothing stores,676,7,2018
44812,Women's clothing stores,3109,7,2018
44814,Family clothing stores,9142,7,2018
44819,Other clothing stores,1606,7,2018
4482,Shoe stores,3255,7,2018
44831,Jewelry stores,2286,7,2018
451,"Sporting goods, hobby, musical instrument, and book stores",6366,7,2018
45111,Sporting goods stores,3928,7,2018
45112,"Hobby, toy, and game stores",1046,7,2018
451211,Book stores,620,7,2018
452,General merchandise stores,57383,7,2018
4521,Department stores,10979,7,2018
452111,Department stores(excl. discount department stores),3273,7,2018
452112,Discount dept. stores,7706,7,2018
4529,Other general merchandise stores,46404,7,2018
45291,Warehouse clubs and superstores,40132,7,2018
45299,All other gen. merchandise stores,6272,7,2018
453,Miscellaneous store retailers,10531,7,2018
4532,"Office supplies, stationery, and gift stores",2596,7,2018
45321,Office supplies and stationery stores,923,7,2018
45322,"Gift, novelty, and souvenir stores",1673,7,2018
45330,Used merchandise stores,1336,7,2018
454,Nonstore retailers,53542,7,2018
4541,Electronic shopping and mail-order houses,47154,7,2018
45431,Fuel dealers,1886,7,2018
722,Food services and drinking places,63442,7,2018
7224,Drinking places,0,7,2018
7225,Restaurants and other eating places,56429,7,2018
722511,Full service restaurants,27696,7,2018
"722513, 722514, 722515",Limited service eating places,28733,7,2018
441,Motor vehicle and parts dealers,102228,7,2017
"44,114,412",Automobile and other motor vehicle dealers,94321,7,2017
4411,Automobile dealers,87356,7,2017
44111,New car dealers,77677,7,2017
44112,Used car dealers,9679,7,2017
4413,"Automotive parts, acc., and tire stores",7907,7,2017
"442,443","Furniture, home furn, electronics, and appliance stores",16467,7,2017
442,Furniture and home furnishings stores,9396,7,2017
4421,Furniture stores,5104,7,2017
4422,Home furnishings stores,4292,7,2017
44221,Floor covering stores,0,7,2017
442299,All other home furnishings stores,2319,7,2017
443,Electronics and appliance stores,7071,7,2017
443141,Household appliance stores,1396,7,2017
